epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
14,0.9892494082450867,0.47160568833351135,0.5668548941612244,0.43765050172805786,0.4400845170021057,0.0003000000142492354,0.030249010771512985,0.6687675714492798,0.99360191822052,0.9846172332763672,0.9977195858955383,0.9894622564315796,0.4834238886833191,0.6180774569511414,0.4982515275478363,0.382107138633728,0.02986888960003853,0.6867573261260986,0.9928756356239319,0.9854728579521179,0.9975191354751587
15,0.989966094493866,0.49693432450294495,0.6131186485290527,0.48630449175834656,0.4711206555366516,0.0003000000142492354,0.02718334086239338,0.6972448229789734,0.9934024214744568,0.9861550331115723,0.9976779818534851,0.9896841645240784,0.4753260910511017,0.6196878552436829,0.4613283574581146,0.3466941714286804,0.029659921303391457,0.6827630400657654,0.9924336075782776,0.9866510033607483,0.997403085231781
16,0.9900068044662476,0.5013691186904907,0.6130121946334839,0.4931635856628418,0.47730353474617004,0.0003000000142492354,0.02695954591035843,0.7142868041992188,0.9934263825416565,0.9860329031944275,0.9976820945739746,0.9892262816429138,0.4715704619884491,0.5931908488273621,0.48055794835090637,0.3440279960632324,0.03044949285686016,0.6867878437042236,0.9924648404121399,0.985775351524353,0.9973979592323303
17,0.9902784824371338,0.5107582211494446,0.6283033490180969,0.5364668965339661,0.4675002694129944,0.0003000000142492354,0.02625168487429619,0.7178767323493958,0.9934068322181702,0.9865843057632446,0.9976874589920044,0.988855242729187,0.4809432923793793,0.6013820767402649,0.5260973572731018,0.4562641382217407,0.03266482800245285,0.6872193217277527,0.9934457540512085,0.9838387370109558,0.9976844191551208
18,0.9906200766563416,0.5155295729637146,0.6215101480484009,0.5381981134414673,0.499163419008255,6.000000212225132e-05,0.025251248851418495,0.7147927284240723,0.9935701489448547,0.9871186017990112,0.9977439641952515,0.9900292158126831,0.5131113529205322,0.6664048433303833,0.48032987117767334,0.4359821081161499,0.027512749657034874,0.7249374389648438,0.9919668436050415,0.9878091216087341,0.9972668886184692
19,0.9911918044090271,0.5412870645523071,0.668205738067627,0.5482177734375,0.5488970279693604,6.000000212225132e-05,0.023721428588032722,0.7332184314727783,0.9934806823730469,0.9882426857948303,0.9977349042892456,0.9901148080825806,0.522653341293335,0.6711715459823608,0.5206076502799988,0.4075793921947479,0.0280012059956789,0.7414076328277588,0.991868793964386,0.9879849553108215,0.997238278388977
20,0.991401731967926,0.5493573546409607,0.678752064704895,0.589164137840271,0.5260213613510132,6.000000212225132e-05,0.02323153428733349,0.744503915309906,0.9935266971588135,0.9885245561599731,0.9977607131004333,0.9905335903167725,0.5257262587547302,0.6681474447250366,0.5698873400688171,0.4544544219970703,0.02674403414130211,0.7342255711555481,0.9928719997406006,0.9875998497009277,0.997545063495636
21,0.9914144277572632,0.553272008895874,0.6843543648719788,0.5801768898963928,0.5511330366134644,6.000000212225132e-05,0.022942621260881424,0.7525926828384399,0.9935157895088196,0.9886116981506348,0.997752845287323,0.990412712097168,0.535422146320343,0.6798883080482483,0.5503019094467163,0.467926025390625,0.02683868445456028,0.7368943691253662,0.9920575618743896,0.9880527257919312,0.9973093867301941
22,0.9915325045585632,0.554701566696167,0.6872729063034058,0.5783896446228027,0.5434868931770325,6.000000212225132e-05,0.022647317498922348,0.7593806385993958,0.9934685230255127,0.9888994693756104,0.9977449178695679,0.9906852841377258,0.5258285403251648,0.6545293927192688,0.5598465204238892,0.4524146616458893,0.026476074010133743,0.7482229471206665,0.9929177761077881,0.9878242015838623,0.9975690245628357
23,0.9914604425430298,0.5540246963500977,0.6780174374580383,0.5917475819587708,0.5483995079994202,6.000000212225132e-05,0.022770415991544724,0.757323145866394,0.993634045124054,0.988592267036438,0.9977940320968628,0.9905031323432922,0.5349081754684448,0.6642687320709229,0.5548911094665527,0.4547710418701172,0.02713632583618164,0.7540067434310913,0.9922434091567993,0.9882420301437378,0.9973574280738831
24,0.9916456341743469,0.5577048659324646,0.693099319934845,0.5867220163345337,0.5425970554351807,6.000000212225132e-05,0.022450042888522148,0.7554730176925659,0.9935272932052612,0.9890121817588806,0.9977641701698303,0.9900311231613159,0.5192610621452332,0.5825260281562805,0.5470440983772278,0.4899100363254547,0.02804439701139927,0.7695919275283813,0.993034303188324,0.9868977069854736,0.9975899457931519
