epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
10,0.9862715005874634,0.40086665749549866,0.4029849171638489,0.28695565462112427,0.39693909883499146,0.0010000000474974513,0.04006179794669151,0.5657855868339539,0.9932528138160706,0.9808593988418579,0.9975975155830383,0.9860516786575317,0.3902069926261902,0.4342046082019806,0.23919309675693512,0.3040740489959717,0.042746882885694504,0.5692183375358582,0.9908764362335205,0.9813883304595947,0.9968560934066772
11,0.9873812198638916,0.4291410744190216,0.4882071614265442,0.3484826683998108,0.4062049686908722,0.00020000000949949026,0.033303115516901016,0.6050778031349182,0.9943109750747681,0.9814638495445251,0.9979197978973389,0.988666296005249,0.4014292061328888,0.49459853768348694,0.30905774235725403,0.2496166080236435,0.03317009657621384,0.5925015211105347,0.993998110294342,0.9832655191421509,0.9978481531143188
12,0.9883889555931091,0.43895962834358215,0.5066388249397278,0.37225815653800964,0.4257626533508301,0.00020000000949949026,0.030622130259871483,0.6305638551712036,0.9945660829544067,0.9824600219726562,0.997998833656311,0.9906654953956604,0.4312635362148285,0.5986896753311157,0.3549592196941376,0.3377211391925812,0.030311129987239838,0.6424422860145569,0.994523823261261,0.98531574010849,0.9980061650276184
13,0.9868489503860474,0.43960145115852356,0.4970359802246094,0.37975648045539856,0.4083814322948456,0.00020000000949949026,0.03619324043393135,0.6509070992469788,0.9935101270675659,0.9804328680038452,0.9976387023925781,0.9891725182533264,0.4388234317302704,0.5737423300743103,0.39945778250694275,0.37675386667251587,0.032385069876909256,0.6386235952377319,0.9946309328079224,0.9823351502418518,0.9979989528656006
14,0.9878137707710266,0.44937148690223694,0.5202232003211975,0.4015951156616211,0.41838282346725464,0.00020000000949949026,0.03268318995833397,0.6758122444152832,0.9939292669296265,0.9821304678916931,0.997800886631012,0.9884101748466492,0.43798547983169556,0.5240458846092224,0.3664441704750061,0.35366174578666687,0.036709923297166824,0.662789523601532,0.9927970767021179,0.9827513098716736,0.9974372982978821
15,0.9870883822441101,0.4523814022541046,0.5318633913993835,0.39501482248306274,0.4257436990737915,4.0000002627493814e-05,0.03496157005429268,0.6615513563156128,0.9933832287788391,0.9808905124664307,0.9976037740707397,0.9891241192817688,0.4481978416442871,0.5504308342933655,0.41404756903648376,0.3638920783996582,0.03697245195508003,0.6687780618667603,0.9934225678443909,0.984119176864624,0.997660756111145
16,0.9880445003509521,0.4527907967567444,0.5424877405166626,0.4118410050868988,0.41709282994270325,4.0000002627493814e-05,0.03227110952138901,0.672694206237793,0.9939332008361816,0.9821687340736389,0.9977998733520508,0.9888473153114319,0.439407080411911,0.5592553615570068,0.39794832468032837,0.3167053163051605,0.03287313133478165,0.6622825264930725,0.9937127828598022,0.9836679100990295,0.9977623224258423
17,0.9885708093643188,0.4469091594219208,0.5486540198326111,0.3848308324813843,0.394265353679657,8.000000889296643e-06,0.03029586747288704,0.6572462320327759,0.9946290254592896,0.9829592704772949,0.9980341792106628,0.9891224503517151,0.44208449125289917,0.578654944896698,0.37102967500686646,0.36744219064712524,0.030386218801140785,0.6765012741088867,0.9939028024673462,0.983585000038147,0.9977982044219971
18,0.9885913133621216,0.4553341567516327,0.554238498210907,0.3879636824131012,0.42096075415611267,8.000000889296643e-06,0.030062450096011162,0.6683435440063477,0.9944107532501221,0.9825915694236755,0.9979618787765503,0.9899073243141174,0.45600059628486633,0.5852048993110657,0.42830634117126465,0.3790561854839325,0.027898218482732773,0.6710013747215271,0.9942211508750916,0.9850066900253296,0.9979468584060669
19,0.9885782599449158,0.4575987756252289,0.5591228604316711,0.40731608867645264,0.4138498902320862,8.000000889296643e-06,0.030194329097867012,0.6704962253570557,0.9943175315856934,0.9832001328468323,0.9979282021522522,0.9883195161819458,0.44763562083244324,0.5670360922813416,0.3657129108905792,0.38391584157943726,0.03203941136598587,0.6618447303771973,0.9930145144462585,0.9833738803863525,0.9975394606590271
20,0.9875944256782532,0.461116224527359,0.5675067901611328,0.4098392426967621,0.40719175338745117,8.000000889296643e-06,0.032782211899757385,0.6740381121635437,0.9936578869819641,0.9819872379302979,0.9977148175239563,0.9876890778541565,0.451505184173584,0.5954131484031677,0.3573404848575592,0.35680171847343445,0.03722169250249863,0.6852061748504639,0.9922544956207275,0.9834410548210144,0.9972832798957825
21,0.9890029430389404,0.45023298263549805,0.5463050007820129,0.3862985074520111,0.40812501311302185,1.6000001323845936e-06,0.029919849708676338,0.6651801466941833,0.99444180727005,0.9830266833305359,0.9979756474494934,0.9868946075439453,0.44351863861083984,0.5598462820053101,0.34638622403144836,0.36614659428596497,0.03527653217315674,0.6688570976257324,0.9928117394447327,0.9816138744354248,0.9974674582481384
22,0.9887638688087463,0.4537019729614258,0.5504148602485657,0.38578498363494873,0.41559645533561707,1.6000001323845936e-06,0.03047206997871399,0.6706559062004089,0.9941115975379944,0.9833999276161194,0.9978682398796082,0.9892893433570862,0.4365687668323517,0.5525014400482178,0.35175377130508423,0.33560794591903687,0.03239160776138306,0.6425391435623169,0.9939060211181641,0.9851776361465454,0.9978505373001099
23,0.988182544708252,0.4570574462413788,0.570428729057312,0.39021560549736023,0.3959138095378876,9.999999974752427e-07,0.03169034421443939,0.667041540145874,0.9939457774162292,0.982574462890625,0.9978062510490417,0.9884437918663025,0.44125300645828247,0.5522645711898804,0.4234347641468048,0.29257163405418396,0.03718320652842522,0.6625985503196716,0.992918074131012,0.9831576943397522,0.9975010752677917
24,0.9883338809013367,0.4561746418476105,0.5465547442436218,0.4020663797855377,0.4182788133621216,9.999999974752427e-07,0.031725574284791946,0.6718567609786987,0.9938544034957886,0.982852041721344,0.9977829456329346,0.9890785813331604,0.4505147933959961,0.5834138989448547,0.3701546788215637,0.368002712726593,0.0316116139292717,0.6639969348907471,0.9936085343360901,0.982724130153656,0.9976858496665955
