epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
0,0.9626879096031189,0.24209167063236237,0.07042410969734192,0.030192697420716286,0.031220803037285805,0.0010000000474974513,0.3726426959037781,0.4320869743824005,0.980617344379425,0.8640819191932678,0.9942798614501953,0.9837331175804138,0.2597620487213135,0.040158960968256,0.011723692528903484,0.013421118259429932,0.08235553652048111,0.6507685780525208,0.9837267398834229,0.9837527871131897,0.9945756793022156
1,0.9821380376815796,0.28159165382385254,0.14889788627624512,0.0715399906039238,0.11027657240629196,0.0010000000474974513,0.07782386243343353,0.527835488319397,0.9826197028160095,0.9817966222763062,0.9942222237586975,0.9821398854255676,0.2870372235774994,0.1231999471783638,0.03943764418363571,0.10037899762392044,0.07111122459173203,0.6321331858634949,0.9826583862304688,0.9820414781570435,0.9942284822463989
2,0.9827975630760193,0.2925717234611511,0.1725611388683319,0.08389397710561752,0.13876228034496307,0.0010000000474974513,0.06875510513782501,0.5809870958328247,0.9841119050979614,0.9816190004348755,0.9947190284729004,0.9824346303939819,0.30321091413497925,0.19746911525726318,0.07642253488302231,0.1434106081724167,0.06729649007320404,0.6849755644798279,0.9848378300666809,0.9806475043296814,0.9949415922164917
3,0.9828051328659058,0.3141772747039795,0.2251380980014801,0.12352537363767624,0.20316188037395477,0.0010000000474974513,0.06075744330883026,0.5329000949859619,0.9857951998710632,0.9815405607223511,0.9952638745307922,0.9838513731956482,0.3295723795890808,0.2720002830028534,0.16178400814533234,0.20436976850032806,0.05168898031115532,0.6394243240356445,0.9880884289741516,0.9825490713119507,0.9960079789161682
4,0.9837837815284729,0.3539104759693146,0.3133338689804077,0.19847440719604492,0.285371333360672,0.0010000000474974513,0.048210982233285904,0.5793678760528564,0.9905477166175842,0.9801251888275146,0.9967747926712036,0.9860713481903076,0.3328133523464203,0.25585851073265076,0.08171843737363815,0.15758176147937775,0.05135654658079147,0.6176154613494873,0.9882169365882874,0.9840631484985352,0.9960417151451111
5,0.9831904172897339,0.35017114877700806,0.30915066599845886,0.19652383029460907,0.27753564715385437,0.0010000000474974513,0.05708581581711769,0.5971394181251526,0.9897365570068359,0.9787387251853943,0.9964929819107056,0.9847593903541565,0.34407612681388855,0.31014323234558105,0.1955605447292328,0.2542887032032013,0.049585454165935516,0.5724642872810364,0.9896838068962097,0.9823779463768005,0.9965190887451172
6,0.9830214977264404,0.33615976572036743,0.27211794257164,0.16567254066467285,0.25150004029273987,0.0010000000474974513,0.058869894593954086,0.5665362477302551,0.9878918528556824,0.9800283908843994,0.9959331154823303,0.984722912311554,0.3597323000431061,0.3390165865421295,0.16321177780628204,0.296531617641449,0.04927435889840126,0.5787850022315979,0.9891124367713928,0.9822714924812317,0.9963324069976807
7,0.9847203493118286,0.36446332931518555,0.3467503786087036,0.21057915687561035,0.30724865198135376,0.0010000000474974513,0.04644990339875221,0.6327633857727051,0.9912576079368591,0.9808253049850464,0.9969852566719055,0.9865826368331909,0.37457993626594543,0.4456842243671417,0.272381454706192,0.3253979980945587,0.042460158467292786,0.510296106338501,0.9925284385681152,0.9818459749221802,0.997387707233429
8,0.9856821298599243,0.38955724239349365,0.4105215072631836,0.2922801077365875,0.3420555591583252,0.0010000000474974513,0.04206915199756622,0.616666316986084,0.9930715560913086,0.9804695248603821,0.9975337386131287,0.9869011044502258,0.382568895816803,0.44890934228897095,0.2675136923789978,0.2737879455089569,0.03601094335317612,0.5905305743217468,0.9928616881370544,0.9829486608505249,0.9975283145904541
9,0.9853315949440002,0.39404284954071045,0.421799898147583,0.29938310384750366,0.3059634566307068,0.0010000000474974513,0.043428611010313034,0.6101245880126953,0.9926015138626099,0.9801130890846252,0.9973860383033752,0.984359622001648,0.3562653958797455,0.41446414589881897,0.27340424060821533,0.30865997076034546,0.054095424711704254,0.5141715407371521,0.9933584332466125,0.9760645627975464,0.9975981712341309
