epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
15,0.9946964979171753,0.5024202466011047,0.5669454336166382,0.4945053458213806,0.35416021943092346,9.999999974752427e-07,0.01546869333833456,0.5520331859588623,0.9952174425125122,0.9934160113334656,0.998372495174408,0.9663547873497009,0.3753357529640198,0.2796685993671417,0.2694661319255829,0.15057626366615295,0.1252431571483612,0.38455891609191895,0.9689584374427795,0.9648808836936951,0.9896722435951233
16,0.9947121739387512,0.5028303265571594,0.5670758485794067,0.4949896037578583,0.35494765639305115,9.999999974752427e-07,0.015436965972185135,0.5518451929092407,0.9952302575111389,0.9934337139129639,0.99837726354599,0.967441201210022,0.37571877241134644,0.2716437876224518,0.26945799589157104,0.1514090746641159,0.12007760256528854,0.38493359088897705,0.9698606133460999,0.9660502672195435,0.9899693727493286
17,0.994708240032196,0.502663254737854,0.5669183135032654,0.49472150206565857,0.35553503036499023,9.999999974752427e-07,0.0154450424015522,0.5509332418441772,0.9952283501625061,0.993423581123352,0.9983758330345154,0.9685523509979248,0.37736746668815613,0.26986733078956604,0.2692549228668213,0.15218807756900787,0.11473491787910461,0.3849692940711975,0.9707597494125366,0.9672386050224304,0.9902638792991638
18,0.9947076439857483,0.5028360486030579,0.5673913359642029,0.49498364329338074,0.35549432039260864,9.999999974752427e-07,0.015439091250300407,0.5506249070167542,0.99522465467453,0.9934268593788147,0.9983746409416199,0.9668884873390198,0.37523356080055237,0.26907721161842346,0.2737036645412445,0.1528060883283615,0.1219230592250824,0.38561511039733887,0.9694558382034302,0.9654669165611267,0.9898366928100586
19,0.9947214126586914,0.5031941533088684,0.5676621794700623,0.4953087866306305,0.356075644493103,9.999999974752427e-07,0.015402953140437603,0.5501071810722351,0.9952366948127747,0.9934449195861816,0.998378574848175,0.9671669006347656,0.3743237257003784,0.2630401849746704,0.27498772740364075,0.1526869386434555,0.11956247687339783,0.38470831513404846,0.9697458148002625,0.965759813785553,0.9899323582649231
20,0.9947304129600525,0.5034584403038025,0.5676190853118896,0.49566829204559326,0.35628563165664673,9.999999974752427e-07,0.015376505441963673,0.5492635369300842,0.9952442049980164,0.9934574961662292,0.9983811974525452,0.9653119444847107,0.37546566128730774,0.28397566080093384,0.2714686989784241,0.15220429003238678,0.13005219399929047,0.38531097769737244,0.968127965927124,0.9638091325759888,0.9893983006477356
21,0.9947294592857361,0.5034099221229553,0.5677863359451294,0.4955351948738098,0.35635218024253845,9.999999974752427e-07,0.015375718474388123,0.5484715700149536,0.9952424764633179,0.9934558868408203,0.9983811974525452,0.967260479927063,0.3791024088859558,0.2879928648471832,0.2705049216747284,0.1528075635433197,0.12208273261785507,0.38508492708206177,0.9696535468101501,0.9658635258674622,0.9899007678031921
22,0.9947292804718018,0.5036401748657227,0.5685498118400574,0.49562200903892517,0.3572041690349579,9.999999974752427e-07,0.015378192067146301,0.5479896068572998,0.9952372908592224,0.993452787399292,0.9983788728713989,0.9654784202575684,0.3754461109638214,0.27871251106262207,0.27293500304222107,0.1531650722026825,0.1285005807876587,0.3869726359844208,0.9682668447494507,0.9639860391616821,0.9894455075263977
23,0.9947307109832764,0.5037624835968018,0.5685569643974304,0.49566206336021423,0.3567967712879181,9.999999974752427e-07,0.015361396595835686,0.5469024181365967,0.9952356219291687,0.9934625029563904,0.9983789920806885,0.9675729870796204,0.37797677516937256,0.28054261207580566,0.268172025680542,0.15317833423614502,0.12005525082349777,0.38658830523490906,0.9699141979217529,0.9661903977394104,0.9899865388870239
24,0.9947435855865479,0.5041016936302185,0.5682983994483948,0.49553054571151733,0.35726678371429443,9.999999974752427e-07,0.015334547497332096,0.545742928981781,0.9952460527420044,0.9934813380241394,0.9983822703361511,0.9674715995788574,0.3726760745048523,0.2524075508117676,0.27614080905914307,0.1537976861000061,0.1178135797381401,0.385603129863739,0.9699792861938477,0.9661247730255127,0.9900107383728027
